rosbagTimestamp,latitude,longitude,label
1778000000,44.9990998054,-80.9994391563,1
1798000000,44.9990998052,-80.9994391659,1
1818000000,44.9990998052,-80.9994391859,1
1838000000,44.999099805,-80.9994392033,1
1860000000,44.9990998044,-80.9994391895,1
1878000000,44.9990998047,-80.9994391869,1
1898000000,44.9990998041,-80.9994391828,1
1919000000,44.9990998041,-80.9994391771,1
1938000000,44.999099804,-80.9994391734,1
1958000000,44.9990998037,-80.9994391696,1
1978000000,44.9990998031,-80.999439165,1
1998000000,44.9990998025,-80.9994391609,1
2018000000,44.9990998027,-80.9994391566,1
2040000000,44.9990998022,-80.999439152,1
2059000000,44.9990998017,-80.9994391483,1
2079000000,44.9990998015,-80.9994391436,1
2102000000,44.9990998014,-80.9994391391,1
2119000000,44.9990998013,-80.9994391355,1
2132000000,49.1049310764,-89.4909951105,-1
2138000000,44.9990998013,-80.9994391318,1
2161000000,44.9990998012,-80.9994391276,1
2172000000,44.9990998012,-80.999439124,1
2199000000,44.9990998012,-80.9994391206,1
2219000000,44.9990998011,-80.999439117,1
2240000000,44.999099801,-80.9994391133,1
2258000000,44.999099801,-80.99943911,1
2278000000,44.999099801,-80.9994391066,1
2302000000,44.9990998009,-80.9994391027,1
2318000000,44.9990998009,-80.9994391,1
2338000000,44.9990998009,-80.9994390966,1
2360000000,44.9990998009,-80.999439093,1
2378000000,44.9990998008,-80.99943909,1
2399000000,44.9990998008,-80.9994390868,1
2418000000,44.9990998007,-80.9994390836,1
2440000000,44.9990998007,-80.9994390803,1
2458000000,44.9990998007,-80.9994390773,1
2480000000,44.9990998006,-80.999439074,1
2503000000,44.9990998005,-80.9994390702,1
2518000000,44.9990998005,-80.9994390681,1
2538000000,44.9990998005,-80.9994390648,1
2558000000,44.9990998005,-80.9994390617,1
2579000000,44.9990998004,-80.9994390586,1
2599000000,44.9990998004,-80.9994390555,1
2618000000,44.9990998004,-80.9994390525,1
2639000000,44.9990998003,-80.9994390492,1
2659000000,44.9990998003,-80.9994390463,1
2679000000,44.9990998002,-80.9994390433,1
2699000000,44.9990998002,-80.9994390401,1
2718000000,44.9990998002,-80.9994390372,1
2738000000,44.9990998001,-80.9994390341,1
2758000000,44.9990998001,-80.9994390311,1
2778000000,44.9990998,-80.9994390281,1
2799000000,44.9990998,-80.999439025,1
2818000000,44.9990998,-80.999439022,1
2845000000,44.9990997999,-80.999439018,1
2859000000,44.9990997999,-80.9994390159,1
2879000000,44.9990997998,-80.9994390129,1
