rosbagTimestamp,latitude,longitude,label
1694000000,44.9990998072,-80.9994392039,1
1717000000,44.999099802,-80.999439207,1
1734000000,44.9990998069,-80.9994391769,1
1755000000,44.9990998048,-80.9994391593,1
1774000000,44.9990998054,-80.9994391563,1
1795000000,44.9990998052,-80.9994391659,1
1814000000,44.9990998052,-80.9994391859,1
1835000000,44.999099805,-80.9994392033,1
1854000000,44.9990998044,-80.99943919,1
1875000000,44.9990998047,-80.9994391869,1
1894000000,44.9990998041,-80.9994391825,1
1914000000,44.9990998041,-80.9994391771,1
1934000000,44.999099804,-80.9994391732,1
1954000000,44.9990998037,-80.9994391694,1
1974000000,44.9990998031,-80.9994391652,1
1995000000,44.9990998025,-80.9994391609,1
2015000000,44.9990998027,-80.9994391564,1
2034000000,44.9990998023,-80.9994391524,1
2054000000,44.9990998016,-80.9994391481,1
2074000000,44.9990998015,-80.999439144,1
2095000000,44.9990998014,-80.9994391397,1
2115000000,44.9990998013,-80.9994391357,1
2135000000,44.9990998013,-80.9994391318,1
2154000000,44.9990998012,-80.999439128,1
2174000000,44.9990998012,-80.9994391242,1
2198000000,44.9990998012,-80.9994391198,1
2215000000,44.9990998011,-80.999439117,1
2234000000,44.9990998011,-80.9994391135,1
2254000000,44.999099801,-80.99943911,1
2275000000,44.999099801,-80.9994391066,1
2295000000,44.999099801,-80.9994391032,1
2315000000,44.9990998009,-80.9994390999,1
2334000000,44.9990998009,-80.9994390966,1
2354000000,44.9990998009,-80.9994390933,1
2374000000,44.9990998008,-80.99943909,1
2394000000,44.9990998008,-80.9994390868,1
2414000000,44.9990998007,-80.9994390838,1
2434000000,44.9990998007,-80.9994390806,1
2454000000,44.9990998007,-80.9994390773,1
2474000000,44.9990998006,-80.9994390743,1
2495000000,44.9990998006,-80.999439071,1
2514000000,44.9990998005,-80.9994390679,1
2536000000,44.9990998005,-80.9994390648,1
2555000000,44.9990998005,-80.9994390617,1
2575000000,44.9990998004,-80.9994390585,1
2595000000,44.9990998004,-80.9994390554,1
2614000000,44.9990998004,-80.9994390525,1
2636000000,44.9990998003,-80.9994390491,1
2654000000,44.9990998003,-80.9994390463,1
2675000000,44.9990998002,-80.9994390433,1
2694000000,44.9990998002,-80.9994390402,1
2716000000,44.9990998002,-80.9994390372,1
2734000000,44.9990998001,-80.9994390341,1
2755000000,44.9990998001,-80.9994390311,1
2774000000,44.9990998,-80.9994390281,1
2795000000,44.9990998,-80.999439025,1
2815000000,44.9990998,-80.999439022,1
2835000000,44.9990997999,-80.9994390188,1
2858000000,44.9990997999,-80.9994390159,1
2874000000,44.9990997998,-80.9994390129,1
2894000000,44.9990997998,-80.9994390099,1
2914000000,44.9990997998,-80.9994390068,1
2934000000,44.9990997997,-80.9994390038,1
2954000000,44.9990997997,-80.9994390008,1
2977000000,44.9990997996,-80.9994389973,1
3005000000,44.9990997996,-80.9994389932,1
3014000000,44.9990997996,-80.9994389917,1
3044000000,44.9990997995,-80.9994389875,1
3054000000,44.9990997995,-80.9994389857,1
3075000000,44.9990997994,-80.9994389825,1
3094000000,44.9990997994,-80.9994389798,1
3115000000,44.9990997994,-80.9994389766,1
3135000000,44.9990997993,-80.9994389736,1
3154000000,44.9990997992,-80.9994389707,1
3175000000,44.9990997992,-80.9994389676,1
3195000000,44.9990997992,-80.9994389644,1
3214000000,44.9990997991,-80.9994389617,1
3234000000,44.9990997991,-80.9994389585,1
3254000000,44.999099799,-80.9994389557,1
3275000000,44.999099799,-80.9994389525,1
3296000000,44.999099799,-80.9994389492,1
3315000000,44.9990997989,-80.9994389465,1
3334000000,44.9990997989,-80.9994389436,1
3354000000,44.9990997988,-80.9994389406,1
3375000000,44.9990997988,-80.9994389374,1
3395000000,44.9990997988,-80.9994389344,1
3414000000,44.9990997987,-80.9994389314,1
3434000000,44.9990997987,-80.9994389284,1
3455000000,44.9990997987,-80.9994389254,1
3474000000,44.9990997986,-80.9994389223,1
3495000000,44.9990997986,-80.9994389193,1
3514000000,44.9990997985,-80.9994389163,1
3538000000,44.9990997985,-80.9994389133,1
3553000000,44.9990997984,-80.9994389091,1
3574000000,44.9990997984,-80.9994389073,1
3595000000,44.9990997983,-80.9994389041,1
3614000000,44.9990997983,-80.9994389012,1
3635000000,44.9990997983,-80.9994388982,1
3653000000,44.9990997982,-80.9994388952,1
3674000000,44.9990997982,-80.9994388923,1
3694000000,44.9990997981,-80.9994388892,1
3714000000,44.9990997981,-80.9994388863,1
