rosbagTimestamp,latitude,longitude,label
1720000000,44.9990998013,-80.9994392113,1
1739000000,44.9990998069,-80.9994391769,1
1760000000,44.9990998048,-80.9994391593,1
1779000000,44.9990998053,-80.9994391561,1
1799000000,44.9990998052,-80.9994391659,1
1819000000,44.9990998052,-80.9994391859,1
1841000000,44.9990998049,-80.999439203,1
1859000000,44.9990998044,-80.9994391905,1
1880000000,44.9990998047,-80.9994391869,1
1900000000,44.9990998041,-80.9994391825,1
1919000000,44.9990998041,-80.9994391771,1
1939000000,44.999099804,-80.9994391732,1
1960000000,44.9990998037,-80.9994391694,1
1979000000,44.9990998031,-80.999439165,1
2002000000,44.9990998024,-80.9994391604,1
2021000000,44.9990998027,-80.9994391562,1
2040000000,44.9990998022,-80.9994391522,1
2065000000,44.9990998016,-80.9994391481,1
2079000000,44.9990998015,-80.9994391438,1
2099000000,44.9990998014,-80.9994391397,1
2120000000,44.9990998013,-80.9994391355,1
2140000000,44.9990998013,-80.9994391318,1
2159000000,44.9990998012,-80.9994391281,1
2180000000,44.9990998012,-80.9994391242,1
2207000000,44.9990998012,-80.9994391202,1
2219000000,44.9990998011,-80.999439117,1
2246000000,44.9990998011,-80.9994391135,1
2263000000,44.999099801,-80.9994391095,1
2279000000,44.999099801,-80.9994391066,1
2302000000,44.999099801,-80.9994391029,1
2319000000,44.9990998009,-80.9994391,1
2345000000,44.9990998009,-80.9994390957,1
2359000000,44.9990998009,-80.9994390933,1
2379000000,44.9990998008,-80.99943909,1
2399000000,44.9990998008,-80.9994390868,1
2420000000,44.9990998007,-80.9994390836,1
2439000000,44.9990998007,-80.9994390805,1
2459000000,44.9990998006,-80.9994390774,1
2480000000,44.9990998006,-80.999439074,1
2500000000,44.9990998006,-80.999439071,1
2520000000,44.9990998005,-80.9994390679,1
2540000000,44.9990998005,-80.9994390646,1
2560000000,44.9990998004,-80.9994390615,1
2580000000,44.9990998004,-80.9994390586,1
2600000000,44.9990998004,-80.9994390554,1
2620000000,44.9990998004,-80.9994390525,1
2639000000,44.9990998003,-80.9994390494,1
2660000000,44.9990998003,-80.9994390463,1
2679000000,44.9990998002,-80.9994390433,1
2700000000,44.9990998002,-80.9994390401,1
2720000000,44.9990998002,-80.9994390372,1
2740000000,44.9990998001,-80.999439034,1
2759000000,44.9990998,-80.9994390312,1
2776000000,44.9990998,-80.9994390279,1
2809000000,44.9990997999,-80.9994390236,1
2819000000,44.9990998,-80.999439022,1
2839000000,44.9990997999,-80.999439019,1
2860000000,44.9990997999,-80.9994390159,1
2884000000,44.9990997998,-80.9994390123,1
2900000000,44.9990997998,-80.9994390099,1
2926000000,44.9990997998,-80.9994390059,1
2940000000,44.9990997997,-80.9994390038,1
2960000000,44.9990997997,-80.9994390008,1
2979000000,44.9990997996,-80.9994389978,1
3000000000,44.9990997996,-80.9994389948,1
3020000000,44.9990997996,-80.9994389917,1
3040000000,44.9990997995,-80.9994389889,1
3059000000,44.9990997995,-80.9994389857,1
3079000000,44.9990997994,-80.9994389827,1
3099000000,44.9990997994,-80.9994389797,1
3119000000,44.9990997994,-80.9994389766,1
3139000000,44.9990997993,-80.9994389736,1
3159000000,44.9990997993,-80.9994389706,1
3179000000,44.9990997992,-80.9994389676,1
3199000000,44.9990997992,-80.9994389646,1
3219000000,44.9990997992,-80.9994389616,1
3239000000,44.9990997991,-80.9994389587,1
3259000000,44.999099799,-80.9994389557,1
3285000000,44.999099799,-80.9994389516,1
3300000000,44.999099799,-80.9994389495,1
3334000000,44.9990997989,-80.9994389444,1
3339000000,44.9990997989,-80.9994389435,1
3361000000,44.9990997988,-80.9994389403,1
3381000000,44.9990997988,-80.9994389373,1
3400000000,44.9990997987,-80.9994389342,1
3420000000,44.9990997987,-80.9994389312,1
3439000000,44.9990997987,-80.9994389284,1
3459000000,44.9990997987,-80.9994389254,1
3480000000,44.9990997986,-80.9994389223,1
3500000000,44.9990997986,-80.9994389193,1
3519000000,44.9990997985,-80.9994389165,1
3541000000,44.9990997985,-80.9994389133,1
3564000000,44.9990997984,-80.9994389095,1
3586000000,44.9990997984,-80.9994389073,1
3600000000,44.9990997984,-80.9994389043,1
3624000000,44.9990997983,-80.9994389006,1
3639000000,44.9990997983,-80.9994388982,1
3660000000,44.9990997982,-80.9994388952,1
3699000000,44.9990997981,-80.9994388895,1
3700000000,44.9990997981,-80.9994388892,1
3726000000,44.9990997981,-80.999438885,1
3740000000,44.9990997981,-80.9994388831,1
3760000000,44.999099798,-80.9994388801,1
3780000000,44.999099798,-80.9994388771,1
3802000000,44.9990997979,-80.9994388738,1
3819000000,44.9990997979,-80.9994388712,1
3840000000,44.9990997978,-80.9994388679,1
3859000000,44.9990997978,-80.9994388651,1
3879000000,44.9990997978,-80.999438862,1
3900000000,44.9990997977,-80.999438859,1
3920000000,44.9990997977,-80.999438856,1
3940000000,44.9990997976,-80.999438853,1
3964000000,44.9990997976,-80.99943885,1
3981000000,44.9990997975,-80.9994388468,1
4001000000,44.9990997975,-80.9994388438,1
4021000000,44.9990997974,-80.9994388408,1
4039000000,44.9990997974,-80.9994388381,1
4059000000,44.9990997974,-80.9994388349,1
4080000000,44.9990997973,-80.9994388319,1
4100000000,44.9990997973,-80.9994388289,1
4131000000,44.9990997972,-80.9994388257,1
4140000000,44.9990997972,-80.9994388228,1
4161000000,44.9990997971,-80.9994388195,1
4179000000,44.9990997971,-80.9994388168,1
4200000000,44.999099797,-80.9994388136,1
4220000000,44.999099797,-80.9994388108,1
4231000000,44.999099797,-80.9994388078,1
4259000000,44.9990997969,-80.9994388047,1
4287000000,44.9990997968,-80.9994388016,1
4300000000,44.9990997968,-80.9994387987,1
4319000000,44.9990997968,-80.9994387957,1
4340000000,44.9990997967,-80.9994387927,1
4362000000,44.9990997966,-80.9994387895,1
4386000000,44.9990997966,-80.9994387856,1
4400000000,44.9990997966,-80.9994387836,1
4424000000,44.9990997965,-80.9994387797,1
4442000000,44.9990997965,-80.9994387773,1
4460000000,44.9990997964,-80.9994387746,1
4482000000,44.9990997964,-80.9994387713,1
4499000000,44.9990997964,-80.9994387685,1
4520000000,44.9990997963,-80.9994387655,1
4540000000,44.9990997963,-80.9994387625,1
4560000000,44.9990997962,-80.9994387595,1
4580000000,44.9990997962,-80.9994387565,1
4600000000,44.9990997961,-80.9994387535,1
